,created_at,public_metrics,text,entities,id,context_annotations
0,2020-12-31T15:38:24.000Z,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 25, 'quote_count': 0}",@themaratt @ParikPatelCFA have too many sons.  want more daughters.,"{'mentions': [{'start': 0, 'end': 10, 'username': 'themaratt'}, {'start': 11, 'end': 25, 'username': 'ParikPatelCFA'}]}",1344669239739895809,
1,2020-12-31T14:48:33.000Z,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 121, 'quote_count': 0}",@ParikPatelCFA 🥰🥰😘,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}]}",1344656693951664131,
2,2020-12-31T14:37:19.000Z,"{'retweet_count': 3, 'reply_count': 24, 'like_count': 310, 'quote_count': 2}","We have talked with ~35 of these great folks so far and are continuing to reach out. 

We are aiming to finalize finalists in January and are looking forward to working with some of these talented folks next year. 

Happy 2021!",,1344653869285044224,"[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year: It’s finally 2021 everywhere!'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year: It’s finally 2021 everywhere!'}}]"
3,2020-12-31T14:37:19.000Z,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 134, 'quote_count': 0}",Education Breakdown: https://t.co/TrC81obNSb,"{'urls': [{'start': 21, 'end': 44, 'url': 'https://t.co/TrC81obNSb', 'expanded_url': 'https://twitter.com/chamath/status/1344653867900948483/photo/1', 'display_url': 'pic.twitter.com/TrC81obNSb'}]}",1344653867900948483,
4,2020-12-31T14:37:18.000Z,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 90, 'quote_count': 1}",Age Distribution: https://t.co/5KHFxCyvnY,"{'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/5KHFxCyvnY', 'expanded_url': 'https://twitter.com/chamath/status/1344653864885170177/photo/1', 'display_url': 'pic.twitter.com/5KHFxCyvnY'}]}",1344653864885170177,
5,2020-12-31T14:37:17.000Z,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 140, 'quote_count': 1}","Passion about climate change and recognition that this is one of the biggest challenges of our time was the driver for almost all applicants. 

More than half of applicants were also interested in working with us on setting up this NewCo.",,1344653861680779264,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}]"
6,2020-12-31T14:37:17.000Z,"{'retweet_count': 46, 'reply_count': 56, 'like_count': 1023, 'quote_count': 9}","Update on our Climate Change efforts: 

- 1,000 total proposals submitted
- 156 were rated ""Excellent"" and were surveyed 
- 29% were collaborative efforts
- 86% male / 14% female
- 38% non US (45% non US citizens)
- 24 countries represented
- 51% work in the private sector","{'annotations': [{'start': 189, 'end': 190, 'probability': 0.6633, 'type': 'Place', 'normalized_text': 'US'}]}",1344653860476956674,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}]"
7,2020-12-31T14:03:39.000Z,"{'retweet_count': 0, 'reply_count': 13, 'like_count': 73, 'quote_count': 0}",@origincloth @socialcapital @theallinpod 🙏🙏,"{'mentions': [{'start': 0, 'end': 12, 'username': 'origincloth'}, {'start': 13, 'end': 27, 'username': 'socialcapital'}, {'start': 28, 'end': 40, 'username': 'theallinpod'}]}",1344645396652556288,
8,2020-12-30T16:57:58.000Z,"{'retweet_count': 1, 'reply_count': 11, 'like_count': 66, 'quote_count': 2}",@benthompson @GavinSBaker @modestproposal1 ben - what tool do you use to make the diagrams? thanks.,"{'mentions': [{'start': 0, 'end': 12, 'username': 'benthompson'}, {'start': 13, 'end': 25, 'username': 'GavinSBaker'}, {'start': 26, 'end': 42, 'username': 'modestproposal1'}]}",1344326877041860608,
9,2020-12-30T15:42:08.000Z,"{'retweet_count': 17, 'reply_count': 53, 'like_count': 1493, 'quote_count': 4}",@traderider Mars.,"{'mentions': [{'start': 0, 'end': 11, 'username': 'traderider'}]}",1344307792564391938,
10,2020-12-30T15:38:24.000Z,"{'retweet_count': 1946, 'reply_count': 1382, 'like_count': 27083, 'quote_count': 482}","When $BTC gets to $150k, I will buy The Hamptons and convert it to sleepaway camps for kids, working farms and low-cost housing.","{'annotations': [{'start': 36, 'end': 47, 'probability': 0.3271, 'type': 'Organization', 'normalized_text': 'The Hamptons'}], 'cashtags': [{'start': 5, 'end': 9, 'tag': 'BTC'}]}",1344306851891056642,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
11,2020-12-30T15:26:09.000Z,"{'retweet_count': 4, 'reply_count': 14, 'like_count': 282, 'quote_count': 0}",@ParikPatelCFA @iancassel Dad?,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}, {'start': 15, 'end': 25, 'username': 'iancassel'}]}",1344303768716922880,
12,2020-12-29T14:25:07.000Z,"{'retweet_count': 1, 'reply_count': 7, 'like_count': 54, 'quote_count': 0}",@bitcointozero @ParikPatelCFA trench too small,"{'mentions': [{'start': 0, 'end': 14, 'username': 'bitcointozero'}, {'start': 15, 'end': 29, 'username': 'ParikPatelCFA'}]}",1343926024812318723,
13,2020-12-29T03:47:31.000Z,"{'retweet_count': 0, 'reply_count': 10, 'like_count': 78, 'quote_count': 0}",@ZLCap Nope. 🥲,"{'mentions': [{'start': 0, 'end': 6, 'username': 'ZLCap'}]}",1343765566906101760,
14,2020-12-29T03:43:03.000Z,"{'retweet_count': 268, 'reply_count': 529, 'like_count': 2367, 'quote_count': 46}","I’m a huge fan of Gates in general but this...

WORST. SPOKESMAN. EVER. https://t.co/VCQnjv5cun","{'annotations': [{'start': 18, 'end': 22, 'probability': 0.6594, 'type': 'Person', 'normalized_text': 'Gates'}], 'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/VCQnjv5cun', 'expanded_url': 'https://twitter.com/legendaryenergy/status/1343601111282888704', 'display_url': 'twitter.com/legendaryenerg…'}]}",1343764442488725505,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
15,2020-12-28T18:35:12.000Z,"{'retweet_count': 3, 'reply_count': 16, 'like_count': 371, 'quote_count': 3}",@ParikPatelCFA Love you pita.,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}]}",1343626570397790208,
16,2020-12-28T18:32:30.000Z,"{'retweet_count': 111, 'reply_count': 40, 'like_count': 1304, 'quote_count': 27}",@ParikPatelCFA I’m in the trenches relax,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}]}",1343625889377112065,
17,2020-12-28T18:26:40.000Z,"{'retweet_count': 376, 'reply_count': 294, 'like_count': 2724, 'quote_count': 169}","Swagged out, for Milly we bringing them gats out","{'annotations': [{'start': 17, 'end': 21, 'probability': 0.6848, 'type': 'Person', 'normalized_text': 'Milly'}]}",1343624423409115139,
18,2020-12-28T18:07:20.000Z,"{'retweet_count': 0, 'reply_count': 10, 'like_count': 69, 'quote_count': 1}",@StockMarketHats Yup,"{'mentions': [{'start': 0, 'end': 16, 'username': 'StockMarketHats'}]}",1343619555898388482,
19,2020-12-28T17:56:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",@notgregkalai Not winning,"{'mentions': [{'start': 0, 'end': 13, 'username': 'notgregkalai'}]}",1343616905375080451,
20,2020-12-28T17:55:59.000Z,"{'retweet_count': 3, 'reply_count': 17, 'like_count': 146, 'quote_count': 4}",@ParikPatelCFA @D2X_DT2 @LIZBAZURTOG छोटा भाई,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}, {'start': 15, 'end': 23, 'username': 'D2X_DT2'}, {'start': 24, 'end': 36, 'username': 'LIZBAZURTOG'}]}",1343616700693045251,
21,2020-12-28T02:41:18.000Z,"{'retweet_count': 3, 'reply_count': 19, 'like_count': 361, 'quote_count': 0}",@Jason @theallinpod Savage.,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}, {'start': 7, 'end': 19, 'username': 'theallinpod'}]}",1343386512273125377,
22,2020-12-28T02:39:49.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 27, 'quote_count': 0}",@Alpsgm @howardlindzon @DumbMoneyTV @JonahLupton @SamHarrisOrg @TaraBrach @traderstewie @saxena_puru @BGCP pls. 🙏🏽🙏🏽👊🏽👊🏽💪🏽💪🏽,"{'mentions': [{'start': 0, 'end': 7, 'username': 'Alpsgm'}, {'start': 8, 'end': 22, 'username': 'howardlindzon'}, {'start': 23, 'end': 35, 'username': 'DumbMoneyTV'}, {'start': 36, 'end': 48, 'username': 'JonahLupton'}, {'start': 49, 'end': 62, 'username': 'SamHarrisOrg'}, {'start': 63, 'end': 73, 'username': 'TaraBrach'}, {'start': 74, 'end': 87, 'username': 'traderstewie'}, {'start': 88, 'end': 100, 'username': 'saxena_puru'}, {'start': 101, 'end': 106, 'username': 'BGCP'}]}",1343386140519378944,
23,2020-12-27T00:56:54.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",@noahkreutter CA,"{'mentions': [{'start': 0, 'end': 13, 'username': 'noahkreutter'}]}",1342997851203235841,
24,2020-12-27T00:51:25.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",@patriciawexler What about disruptive and technological?,"{'mentions': [{'start': 0, 'end': 15, 'username': 'patriciawexler'}]}",1342996471566635008,
25,2020-12-27T00:49:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 23, 'quote_count': 0}",@DipanPatelMD 👊🏽,"{'mentions': [{'start': 0, 'end': 13, 'username': 'DipanPatelMD'}]}",1342995942111289345,
26,2020-12-26T22:43:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 25, 'quote_count': 0}",@mi131m @muddywatersre Whichever,"{'mentions': [{'start': 0, 'end': 7, 'username': 'mi131m'}, {'start': 8, 'end': 22, 'username': 'muddywatersre'}]}",1342964234322202624,
27,2020-12-26T22:28:20.000Z,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 54, 'quote_count': 0}",@notgregkalai @muddywatersre Huh? It’s all the same son...,"{'mentions': [{'start': 0, 'end': 13, 'username': 'notgregkalai'}, {'start': 14, 'end': 28, 'username': 'muddywatersre'}]}",1342960465614229504,
28,2020-12-26T22:26:23.000Z,"{'retweet_count': 3, 'reply_count': 7, 'like_count': 306, 'quote_count': 3}","@ParikPatelCFA @muddywatersre No, dad.","{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}, {'start': 15, 'end': 29, 'username': 'muddywatersre'}]}",1342959974838759424,
29,2020-12-26T22:24:53.000Z,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 38, 'quote_count': 0}",@asimoverstands @muddywatersre 🇨🇦 kicks ass.,"{'mentions': [{'start': 0, 'end': 15, 'username': 'asimoverstands'}, {'start': 16, 'end': 30, 'username': 'muddywatersre'}]}",1342959598781665280,
30,2020-12-26T22:22:30.000Z,"{'retweet_count': 10, 'reply_count': 57, 'like_count': 540, 'quote_count': 5}",@muddywatersre Few $B,"{'cashtags': [{'start': 19, 'end': 21, 'tag': 'B'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'muddywatersre'}]}",1342958995863003137,
31,2020-12-26T20:42:15.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",@tomgolan @poliscipunk 😂😂😂,"{'mentions': [{'start': 0, 'end': 9, 'username': 'tomgolan'}, {'start': 10, 'end': 22, 'username': 'poliscipunk'}]}",1342933769116733440,
32,2020-12-26T20:40:09.000Z,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 45, 'quote_count': 0}",@CoryDavis321 @dggabber Many people.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'CoryDavis321'}, {'start': 14, 'end': 23, 'username': 'dggabber'}]}",1342933239531376641,
33,2020-12-26T20:37:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",@Jack_Raines Agreed.,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Jack_Raines'}]}",1342932552420524032,
34,2020-12-26T20:36:54.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",@poliscipunk Why?,"{'mentions': [{'start': 0, 'end': 12, 'username': 'poliscipunk'}]}",1342932423357579264,
35,2020-12-26T20:36:29.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","@KHavenhill Initially, hard.","{'mentions': [{'start': 0, 'end': 11, 'username': 'KHavenhill'}]}",1342932317728251904,
36,2020-12-26T20:36:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",@KapAnUF Sure but what will that do?,"{'mentions': [{'start': 0, 'end': 8, 'username': 'KapAnUF'}]}",1342932261956509696,
37,2020-12-26T20:33:35.000Z,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 124, 'quote_count': 0}",@niket Ban omnibus bills...,"{'mentions': [{'start': 0, 'end': 6, 'username': 'niket'}]}",1342931587231481856,
38,2020-12-26T20:33:17.000Z,"{'retweet_count': 2, 'reply_count': 45, 'like_count': 223, 'quote_count': 1}",@dggabber Someone young.,"{'mentions': [{'start': 0, 'end': 9, 'username': 'dggabber'}]}",1342931512941932544,
39,2020-12-26T20:25:42.000Z,"{'retweet_count': 54, 'reply_count': 233, 'like_count': 1375, 'quote_count': 18}","The establishment will first label it as a protest vote. 

Then the establishment will mock it. 

Then the establishment will try to stifle it. 

Then it will win.",,1342929604793622529,
40,2020-12-26T20:25:42.000Z,"{'retweet_count': 76, 'reply_count': 85, 'like_count': 1413, 'quote_count': 17}","Right now, our politicians are engaged in internecine warfare. They would rather destroy themselves and us in the process than actually compromise. 

I think we will be surprised by how many people would support this idea of a new centrist Party.",,1342929603132678144,
41,2020-12-26T20:25:42.000Z,"{'retweet_count': 35, 'reply_count': 29, 'like_count': 608, 'quote_count': 7}","4) Americans aren’t stupid. We can handle choice - especially from 2 to 3.

5) 3 parties will make it harder to buy our elections.

6) 3 parties will make disinformation harder.

7) And back to (1): All of this will force our political class to cooperate to get things done.",,1342929601878638594,
42,2020-12-26T20:25:41.000Z,"{'retweet_count': 14, 'reply_count': 6, 'like_count': 441, 'quote_count': 3}","1) It will force our political class to cooperate to get things done. 

2) It will give voters more nuanced choices at the ballot boxes. 

3) It will allow the natural coalescing of ideas without being forced to give them up (Bernie, TeaParty etc).","{'annotations': [{'start': 226, 'end': 231, 'probability': 0.8931, 'type': 'Person', 'normalized_text': 'Bernie'}]}",1342929601123688448,
43,2020-12-26T20:25:41.000Z,"{'retweet_count': 21, 'reply_count': 43, 'like_count': 568, 'quote_count': 6}","Why is a new political party the solution?

It may not be, but it can help fix the fact that half the population of the US have everything and the other half, increasingly, nothing. 

It has happened at critical points in US history before when people felt no one was listening.","{'annotations': [{'start': 120, 'end': 121, 'probability': 0.8395, 'type': 'Place', 'normalized_text': 'US'}, {'start': 222, 'end': 223, 'probability': 0.9419, 'type': 'Place', 'normalized_text': 'US'}]}",1342929600364437504,
44,2020-12-26T20:25:41.000Z,"{'retweet_count': 551, 'reply_count': 653, 'like_count': 4447, 'quote_count': 216}","The trend below can’t hold b/c 1) it will create class warfare if left unchecked and 2) many feel genuinely bad that success isn’t shared.

My prediction for 2021: A new political party is founded that is Pragmatic and Centrist - electing people to try and bridge inequality. https://t.co/F8JFjhJaCR","{'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/F8JFjhJaCR', 'expanded_url': 'https://twitter.com/chamath/status/1342929598904844288/photo/1', 'display_url': 'pic.twitter.com/F8JFjhJaCR'}]}",1342929598904844288,
45,2020-12-26T15:48:57.000Z,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 47, 'quote_count': 0}",@PieperCharles Did you write this from Mommy’s basement?,"{'mentions': [{'start': 0, 'end': 14, 'username': 'PieperCharles'}]}",1342859955896913920,
46,2020-12-25T11:25:29.000Z,"{'retweet_count': 80, 'reply_count': 170, 'like_count': 3319, 'quote_count': 6}",🎄,,1342431265920843776,
47,2020-12-25T01:15:22.000Z,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 72, 'quote_count': 0}",@ParikPatelCFA @scottwalker99 Does he get frustrated that Excel is so wrong?,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}, {'start': 15, 'end': 29, 'username': 'scottwalker99'}]}",1342277724421955585,
48,2020-12-25T01:05:25.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 29, 'quote_count': 0}",@scottwalker99 @ParikPatelCFA I wasn’t certain when I wrote it...😀,"{'mentions': [{'start': 0, 'end': 14, 'username': 'scottwalker99'}, {'start': 15, 'end': 29, 'username': 'ParikPatelCFA'}]}",1342275219289997319,
49,2020-12-24T22:17:44.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 34, 'quote_count': 0}",@MrFrankElizondo 🙏🏽🙏🏽,"{'mentions': [{'start': 0, 'end': 16, 'username': 'MrFrankElizondo'}]}",1342233022393966592,
50,2020-12-24T15:36:02.000Z,"{'retweet_count': 3, 'reply_count': 6, 'like_count': 115, 'quote_count': 0}",@vkhosla These are awesome. 😎 🤩,"{'mentions': [{'start': 0, 'end': 8, 'username': 'vkhosla'}]}",1342131929739620352,
51,2020-12-24T14:58:57.000Z,"{'retweet_count': 38, 'reply_count': 41, 'like_count': 950, 'quote_count': 11}",@mysticwanderer5 I’ve invested $0 in China. I aim to double that in 2021.,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.9885, 'type': 'Place', 'normalized_text': 'China'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'mysticwanderer5'}]}",1342122598059159555,
52,2020-12-24T14:46:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",@BradHuston Appreciate it. No hard feelings.,"{'mentions': [{'start': 0, 'end': 11, 'username': 'BradHuston'}]}",1342119487101931521,
53,2020-12-24T14:02:44.000Z,"{'retweet_count': 206, 'reply_count': 217, 'like_count': 2591, 'quote_count': 40}","Xi vs Ma is eerily reminiscent of Putin vs Kohdorkovsky. 

PS, we know how the latter ended...","{'annotations': [{'start': 0, 'end': 1, 'probability': 0.4163, 'type': 'Person', 'normalized_text': 'Xi'}, {'start': 6, 'end': 7, 'probability': 0.5261, 'type': 'Person', 'normalized_text': 'Ma'}, {'start': 34, 'end': 38, 'probability': 0.9519, 'type': 'Person', 'normalized_text': 'Putin'}, {'start': 43, 'end': 54, 'probability': 0.5279, 'type': 'Person', 'normalized_text': 'Kohdorkovsky'}]}",1342108450382376963,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '864931126132985856', 'name': 'Vladimir Putin', 'description': 'President of Russia Vladimir Putin'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '864931126132985856', 'name': 'Vladimir Putin', 'description': 'President of Russia Vladimir Putin'}}]"
54,2020-12-24T13:54:37.000Z,"{'retweet_count': 1, 'reply_count': 5, 'like_count': 44, 'quote_count': 0}",@StockMarketHats @ParikPatelCFA Black acid wash! See you at @coachella !!,"{'mentions': [{'start': 0, 'end': 16, 'username': 'StockMarketHats'}, {'start': 17, 'end': 31, 'username': 'ParikPatelCFA'}, {'start': 60, 'end': 70, 'username': 'coachella'}]}",1342106406980362240,"[{'domain': {'id': '114', 'name': 'Concert', 'description': 'Music fesitvals and concerts, like Lollapalooza or a Marian Hill Concert'}, 'entity': {'id': '1213190989243793409', 'name': 'Coachella 2020', 'description': ""Coachella 2020 is happening! Explore the latest tweets, must-see highlights, and can't-miss moments right here.""}}]"
55,2020-12-24T13:49:48.000Z,"{'retweet_count': 2, 'reply_count': 5, 'like_count': 39, 'quote_count': 0}",@BradHuston Maybe you can understand this more easily... https://t.co/Kd5WFHOVHV,"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/Kd5WFHOVHV', 'expanded_url': 'https://twitter.com/chamath/status/1342105194528722945/photo/1', 'display_url': 'pic.twitter.com/Kd5WFHOVHV'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'BradHuston'}]}",1342105194528722945,
56,2020-12-24T13:44:16.000Z,"{'retweet_count': 20, 'reply_count': 49, 'like_count': 825, 'quote_count': 2}",@ParikPatelCFA But what if it’s a grower and not a shower?,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ParikPatelCFA'}]}",1342103804829970432,
57,2020-12-24T13:37:34.000Z,"{'retweet_count': 2, 'reply_count': 16, 'like_count': 107, 'quote_count': 6}",@BradHuston What the fuck are you talking about? This tweet is nonsense.,"{'mentions': [{'start': 0, 'end': 11, 'username': 'BradHuston'}]}",1342102118916784129,
58,2020-12-23T21:39:08.000Z,"{'retweet_count': 3, 'reply_count': 24, 'like_count': 317, 'quote_count': 0}",@asemota 🙏🏽🙏🏽,"{'mentions': [{'start': 0, 'end': 8, 'username': 'asemota'}]}",1341860919270379527,
59,2020-12-23T18:08:59.000Z,"{'retweet_count': 23, 'reply_count': 51, 'like_count': 1511, 'quote_count': 6}",@rrhoover Onlyfans,"{'mentions': [{'start': 0, 'end': 9, 'username': 'rrhoover'}]}",1341808032607514625,
60,2020-12-23T14:36:20.000Z,"{'retweet_count': 0, 'reply_count': 7, 'like_count': 125, 'quote_count': 0}",@7AustinL Can you explain the product suite more and why it will win regardless of the downstream solution?,"{'mentions': [{'start': 0, 'end': 9, 'username': '7AustinL'}]}",1341754516719489025,
61,2020-12-23T02:41:43.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",@NaeimKhanjani @Jason Want.,"{'mentions': [{'start': 0, 'end': 14, 'username': 'NaeimKhanjani'}, {'start': 15, 'end': 21, 'username': 'Jason'}]}",1341574677966237697,
62,2020-12-23T02:33:20.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 36, 'quote_count': 0}",@texan_og It worked.,"{'mentions': [{'start': 0, 'end': 9, 'username': 'texan_og'}]}",1341572568420069376,
63,2020-12-23T02:30:30.000Z,"{'retweet_count': 6, 'reply_count': 48, 'like_count': 611, 'quote_count': 0}",@hun_funny He was his own worst enemy...,"{'mentions': [{'start': 0, 'end': 10, 'username': 'hun_funny'}]}",1341571858316013569,
64,2020-12-23T02:22:00.000Z,"{'retweet_count': 912, 'reply_count': 1061, 'like_count': 11029, 'quote_count': 176}","Wow. Had you managed to keep yourself in check and speak like this the last four years, you’d have likely won... https://t.co/YfFP7GMWLJ","{'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/YfFP7GMWLJ', 'expanded_url': 'https://twitter.com/realdonaldtrump/status/1341537886315950080', 'display_url': 'twitter.com/realdonaldtrum…'}]}",1341569719548166147,
65,2020-12-23T00:57:00.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 14, 'quote_count': 0}",@Nathan_w_k_2 Well said. 👊🏽,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Nathan_w_k_2'}]}",1341548327339438082,
66,2020-12-22T18:55:35.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 6, 'quote_count': 0}",@EliasRoubos Yup,"{'mentions': [{'start': 0, 'end': 12, 'username': 'EliasRoubos'}]}",1341457373014179841,
67,2020-12-22T16:04:40.000Z,"{'retweet_count': 2, 'reply_count': 16, 'like_count': 318, 'quote_count': 0}",@JonahLupton I love your transparency. ❤️❤️💪🏽💪🏽👊🏽,"{'mentions': [{'start': 0, 'end': 12, 'username': 'JonahLupton'}]}",1341414358610550785,
68,2020-12-22T14:48:05.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 18, 'quote_count': 0}",@bentorrero Future cash flows are best. Need a ceo who can invest and manage a company for long term innovation and growth. See @nikesharora and the job he’s doing at @PaloAltoNtwks,"{'mentions': [{'start': 0, 'end': 11, 'username': 'bentorrero'}, {'start': 128, 'end': 140, 'username': 'nikesharora'}, {'start': 167, 'end': 181, 'username': 'PaloAltoNtwks'}]}",1341395089264926723,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043154678', 'name': 'Palo Alto Networks'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}]"
69,2020-12-22T14:42:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",@anupamgtiwari @be4_the_herd Will do!,"{'mentions': [{'start': 0, 'end': 14, 'username': 'anupamgtiwari'}, {'start': 15, 'end': 28, 'username': 'be4_the_herd'}]}",1341393701835333632,
